Population,Matriline,Plant,PlantingBlock,Tube,NumOvules,NumLongStamens,NumShortStamens,Notes
VDM,8,B,1,1,61,4,2,One pair of long stamens as short as the short stamens
VDM,8,B,1,1,62,4,2,One long stamen as short as short stamens
VDM,8,B,1,2,42,4,2,
VDM,8,B,1,2,42,4,2,
VDM,8,B,1,3,34,4,2,disintegrating
VDM,8,B,1,3,38,4,2,Disintegrating
VDM,9,A,1,1,47,4,2,
VDM,9,A,1,1,54,4,2,
VDM,9,A,1,2,40,4,2,
VDM,9,A,1,2,49,4,2,
VDM,9,A,1,3,28,4,2,disintegrating
VDM,9,A,1,3,35,4,2,disintegrating
VDM,12,A,1,2,43,4,2,one long stamen as short as the short stamens
VDM,12,A,1,2,46,4,0,
VDM,12,A,1,3,22,4,2,disintegrating
VDM,12,A,1,3,29,4,2,disintegrating
VDM,12,B,1,1,43,4,2,
VDM,12,B,1,1,48,4,2,
VDM,13,B,1,2,37,4,2,
VDM,13,B,1,2,43,4,2,
VDM,13,C,2,1,44,4,2,disintegrating
VDM,13,C,2,1,44,4,2,short stamens almost as tall as long stamens
VDM,13,C,2,2,37,4,2,short stamens almost as tall as long stamens
VDM,13,C,2,2,39,4,2,disintegrating
VDM,17,A,1,2,46,4,1,
VDM,17,A,1,2,50,4,2,Short stamens almost as long as long stamens
VDM,17,A,1,3,36,4,2,
VDM,17,A,1,3,45,4,2,
VDM,17,B,1,1,49,4,2,
VDM,17,B,1,1,50,4,2,
VDM,17,B,1,2,44,3,2,"3 long, 2 shorts lost, then found"
VDM,17,B,1,2,47,4,2,
VDM,17,B,1,3,29,4,2,disintegrating
VDM,17,B,1,3,38,4,2,disintegrating
VDM,20,A,1,1,49,3,2,
VDM,20,A,1,1,52,4,1,"three long stamens, 2 short stamens"
VDM,20,A,1,2,45,4,1,
VDM,20,B,1,1,31,4,2,
VDM,20,B,1,1,40,4,2,
VDM,20,B,1,2,39,4,2,
VDM,20,B,1,2,43,4,1,
VDM,20,B,1,3,20,4,2,disintegrating
VDM,20,B,1,3,29,4,2,disintegrating
VIE,3,C,2,1,48,4,2,disintegrating
VIE,3,C,2,1,.,4,2,disintegrating
VIE,3,C,2,2,48,4,2,short stamens almost as tall as long stamens
VIE,3,C,2,2,49,4,2,disintegrating
VIE,3,C,2,3,37,4,2,disintegrating
VIE,3,C,2,3,40,4,2,disintegrating
VIE,4,A,1,2,41,4,2,One of the long stamens as short as the short stamens
VIE,4,A,1,2,43,4,2,
VIE,4,A,1,3,41,4,2,
VIE,4,A,1,3,43,4,2,
VIE,4,B,1,1,47,4,2,
VIE,4,B,1,1,55,4,1,
VIE,4,B,1,2,.,4,2,disintegrating
VIE,4,B,1,2,.,4,2,disintegrating
VIE,4,B,1,3,44,4,2,disintegrating
VIE,4,B,1,3,46,4,2,disintegrating
VIE,6,B,3,1,38,4,2,
VIE,6,B,3,1,40,4,2,
VIE,6,B,3,1,46,4,2,
VIE,6,B,3,2,44,4,2,
VIE,6,B,3,2,46,4,2,petal-looking structure growing from short anther
VIE,6,B,3,2,47,4,2,
VIE,6,B,3,3,33,4,2,
VIE,6,B,3,3,42,4,2,
VIE,6,B,3,3,43,4,2,
VIE,6,D,3,1,42,4,2,
VIE,6,D,3,1,43,3,2,previously counted as 4/1
VIE,6,D,3,1,44,4,2,
VIE,6,D,3,2,40,4,2,
VIE,6,D,3,2,43,4,2,
VIE,6,D,3,2,44,4,2,
VIE,6,D,3,3,40,4,2,
VIE,6,D,3,3,41,4,2,
VIE,6,D,3,3,47,4,2,
VIE,8,B,1,1,46,4,2,disintegrating
VIE,8,B,1,1,48,4,2,disintegrating
VIE,8,B,1,2,39,4,1,disintegrating
VIE,8,B,1,2,.,4,2,disintegrating
VIE,8,B,1,3,.,4,2,disintegrating
VIE,8,B,1,3,.,4,2,disintegrating
VIE,8,C,2,1,44,4,2,disintegrating
VIE,8,C,2,1,55,4,1,disintegrating
VIE,8,C,2,2,52,4,2,one long stamen as short as the short stamens
VIE,8,C,2,2,52,4,2,disintegrating
VIE,8,C,2,3,38,4,2,disintegrating
VIE,9,A,1,1,36,4,2,Carpel fell off
VIE,9,A,1,1,.,4,2,
VIE,9,A,1,2,39,4,2,
VIE,9,A,1,2,43,4,2,
VIE,9,A,1,3,22,4,2,
VIE,9,A,1,3,31,4,2,
VIE,9,B,1,1,47,4,2,
VIE,9,B,1,1,59,4,2,
VIE,9,B,1,2,.,4,2,One short stamen much shorter than the other
VIE,9,B,1,2,.,4,2,
VIE,9,B,1,3,25,4,1,
VIE,9,B,1,3,36,4,1,
VIE,10,A,1,1,45,4,2,
VIE,10,A,1,1,50,4,2,
VIE,10,A,1,2,36,4,2,short stamens almost as tall as long stamens
VIE,10,A,1,2,43,4,2,
VIE,10,A,1,3,46,4,2,disintegrating
VIE,10,A,1,3,50,4,2,disintegrating
VIE,10,B,1,1,43,4,2,
VIE,10,B,1,1,45,4,2,One short stamen shorter than the other
VIE,10,B,1,2,.,4,2,
VIE,10,B,1,2,.,4,2,
VIE,10,B,1,3,.,4,1,Disintegrating
VIE,10,B,1,3,.,4,2,disintegrating
VIE,11,B,1,1,53,4,2,Disintegrated after counting
VIE,11,B,1,1,57,4,2,
VIE,11,B,1,2,30,4,2,disintegrating
VIE,11,B,1,2,35,4,1,disintegrating
VIE,11,B,1,3,33,4,2,disintegrating
VIE,11,B,1,3,34,4,2,disintegrating
VIE,11,C,2,1,44,4,1,Short stamen almost as long as long stamens
VIE,11,C,2,1,44,4,2,disintegrating
VIE,11,C,2,2,45,4,2,One long stamen fell off
VIE,11,C,2,2,51,4,1,disintegrating
VIE,11,C,2,3,32,4,2,short stamens almost as tall as long stamens
VIE,11,C,2,3,41,4,2,disintegrating
VIE ,16,A,3,1,.,4,1,no ethanol
VIE ,16,A,3,1,.,4,1,no ethanol
VIE ,16,A,3,1,.,4,2,no ethanol
VIE ,16,A,3,2,49,4,2,
VIE ,16,A,3,2,51,4,2,
VIE ,16,A,3,2,52,4,2,
VIE ,16,A,3,3,.,4,2,no ethanol
VIE ,16,A,3,3,.,4,2,no ethanol
VIE ,16,A,3,3,.,4,2,no ethanol
VIE ,16,B,3,1,.,4,2,no ethanol
VIE ,16,B,3,1,.,4,2,no ethanol
VIE ,16,B,3,1,.,4,2,no ethanol
VIE ,16,B,3,2,45,4,2,
VIE ,16,B,3,2,50,4,2,
VIE ,16,B,3,2,51,4,2,
VIE ,16,B,3,3,41,4,2,
VIE ,16,B,3,3,43,4,2,
VIE ,16,B,3,3,44,4,2,
VIE ,16,C,3,1,33,4,2,
VIE ,16,C,3,1,40,4,2,
VIE ,16,C,3,1,44,4,2,
VIE ,16,C,3,2,45,4,2,
VIE ,16,C,3,2,46,4,2,
VIE ,16,C,3,2,48,4,2,
VIE ,16,C,3,3,40,4,2,
VIE ,16,C,3,3,41,4,2,
VIE ,16,C,3,3,44,4,2,
